index,prediction
79172,2.8in
79173,2.8in
79174,"45.3mm, 79inch"
79175,"1cm, 7in, 100cm"
79176,"82cm, 8cm, 39cm, 39cm"
79177,"82cm, 8cm, 39cm, 39cm"
79178,"21mm, 0.82in, 207mm"
79179,"19cm, 7.9in"
79180,"2.4in, 6cm"
79181,
79182,"7.08 in, 18 cm, 7.28 in, 18.5 cm"
79183,"7.08 in, 18 cm, 7.28 in, 18.5 cm"
79184,"4.9in, 2.6in"
79185,"4.9in, 2.6in"
79186,"6cm, 2.4in"
79187,"6cm, 2.4in"
79188,30cm
79189,"105cm, 56cm, 35cm, 48cm, 52cm, 66cm"
79190,"7 inch, 18 cm"
79191,"7 inch, 18 cm"
79192,
79193,
79194,6 in
79195,18mm
79196,18mm
79197,"13 cm, 7.5 cm, 18.5 cm"
79198,
79199,
79200,"215mm, 210mm"
79201,"215mm, 210mm"
79202,"6 cm, 8 cm"
79203,"6 cm, 8 cm"
79204,35cm
79205,"79cm, 92cm"
79206,"79cm, 92cm"
79207,"1.5 inch, 15.75 inch"
79208,"1.5 inch, 15.75 inch"
79209,4.2 inch
79210,4.2 inch
79211,4.2 inch
79212,"3 cm, 11.5 cm, 3 cm, 14.5 cm"
79213,"3 cm, 11.5 cm, 3 cm, 14.5 cm"
79214,"9.37inch, 23.8cm, 8.07inch, 20.5cm"
79215,"9.37inch, 23.8cm, 8.07inch, 20.5cm"
79216,
79217,"250kg, 550 lbs"
79218,"250kg, 550 lbs"
79219,"2mm, 16cm, 16cm, 16cm"
79220,"2mm, 16cm, 16cm, 16cm"
79221,"30 cm, 18.30 cm, 43.10 cm, 30 cm, 43.10 cm, 7.70 cm"
79222,22cm
79223,22cm
79224,
79225,92.5 inch
79226,"204mm, 154mm"
79227,"13 inch, 33.4cm, 32 cm, 12.5 inch, 125 inch"
79228,"9.9cm, 72.6cm, 9cm, 170cm, 44.9cm"
79229,
79230,900g
79231,5cm
79232,5cm
79233,"18.5cm, 7.28in"
79234,2 cm
79235,2 cm
79236,"8.7in, 22cm, 5.9in"
79237,"8.7in, 22cm, 5.9in"
79238,"5.1 inch, 3 inch, 7.3 inch"
79239,"5.1 inch, 3 inch, 7.3 inch"
79240,"8cm, 3cm"
79241,"8cm, 3cm"
79242,"6.4cm, 2.52in"
79243,"6.4cm, 2.52in"
79244,"1.1in, 3.3 in"
79245,"1.1in, 3.3 in"
79246,
79247,
79248,"8cm, 3.1in, 9.2cm, 3.6in, 28cm, 11in, 12.4cm, 4.9in"
79249,92 cm
79250,"10.71cm, 10.67cm, 4.33cm"
79251,"75mm, 75mm, 150mm"
79252,104mm
79253,104mm
79254,7 inch
79255,7 inch
79256,7 inch
79257,7ft
79258,7ft
79259,
79260,
79261,"8.0cm, 8.9cm, 9cm, 50m"
79262,"3.9in, 8cm, 3.1in"
79263,
79264,"4.3 in, 1in, 3.5 in, 3cm"
79265,"8mm, 9mm"
79266,"8mm, 9mm"
79267,"33cm, 32cm, 33cm, 16cm, 29cm, 16cm, 32cm, 33cm"
79268,
79269,"2.625 in, 6.66 cm, 3.94in, 10 cm"
79270,"2.625 in, 6.66 cm, 3.94in, 10 cm"
79271,
79272,
79273,
79274,"4.72in, 12.00cm"
79275,"4.72in, 12.00cm"
79276,18 lbs
79277,18 lbs
79278,"102cm, 66cm, 190cm, 27cm, 135cm"
79279,"8.27 inch, 3.15 inch"
79280,"8.27 inch, 3.15 inch"
79281,"45cm, 175cm"
79282,"45cm, 175cm"
79283,4.9ft
79284,"103cm, 58cm"
79285,72in
79286,72in
79287,72in
79288,1lb
79289,"18cm, 30cm, 60cm, 18cm, 109cm, 59cm, 27cm"
79290,"9mm, 140mm, 5.51in"
79291,"5.1 inch, 3 inch, 7.3 inch"
79292,"2.75in, 72in, 52in, 3.54in"
79293,11feet
79294,11feet
79295,"9cm, 24.5cm"
79296,"9cm, 24.5cm"
79297,"12cm, 17cm, 6 cm"
79298,"12cm, 17cm, 6 cm"
79299,
79300,
79301,
79302,
79303,"34cm, 13.4in"
79304,"34cm, 13.4in"
79305,
79306,
79307,"216mm, 16mm, 0.63inch, 162mm, 6.38inch"
79308,"0 cm, 5 cm, 0 cm"
79309,"0 cm, 5 cm, 0 cm"
79310,"33inch, 2.56inch, 8.66inch"
79311,"10 inch, 20 cm, 25 cm"
79312,"10 inch, 20 cm, 25 cm"
79313,"10ft, 300cm"
79314,
79315,"6.5cm, 2.55in"
79316,"6.5cm, 2.55in"
79317,"14.8cm, 5.8inch"
79318,"2.5mm, 36mm, 4mm"
79319,"0.95 in, 6.5 in"
79320,"13cm, 18cm, 8.6cm"
79321,"2.95 in, 7.6 in"
79322,"2.95 in, 7.6 in"
79323,"2.95 in, 7.6 in"
79324,"275 mm, 25 m, 168 mm, 266 mm"
79325,"7.9inch, 7.9inch"
79326,"7.9inch, 7.9inch"
79327,
79328,9 cm
79329,9 cm
79330,"4.7in, 12cm, 1.26in, 3.2cm"
79331,"65 cm, 66 cm, 65 cm, 111 cm, 52 cm, 56 cm"
79332,"6.6in, 32.2in, 31in, 19in, 19in"
79333,"32cm, 12.6in, 22cm, 8.7in, 25cm, 16cm, 39cm, 15.4in"
79334,
79335,
79336,"14.96 inch, 15.35 inch, 160cm, 62.8 inch, 13.19 inch, 15.35 inch, 26cm, 10.24 inch, 10.24 inch"
79337,
79338,
79339,
79340,"510mm, 585mm, 286mm"
79341,"8.8cm, 3.45in, 9.6cm, 3.38in"
79342,"20 cm, 15 cm, 12 cm, 10 cm, 8 cm"
79343,"20 cm, 15 cm, 12 cm, 10 cm, 8 cm"
79344,"12inch, 5.92ft, 70 inch, 19inch"
79345,"12inch, 5.92ft, 70 inch, 19inch"
79346,"1.97 in, 1.18 in, 2.56 in"
79347,5.2cm
79348,5.2cm
79349,5.2cm
79350,
79351,
79352,"7.5cm, 5.5cm"
79353,"7.5cm, 5.5cm"
79354,"2.1in, 2.2in, 0.9in"
79355,"2.1in, 2.2in, 0.9in"
79356,
79357,
79358,
79359,950g
79360,950g
79361,64mm
79362,64mm
79363,120cm
79364,120cm
79365,
79366,
79367,"15 cm, 15 cm"
79368,"15 cm, 15 cm"
79369,"8cm, 3.14inch, 4.92ft, 2.5cm, 98inch"
79370,"8cm, 3.14inch, 4.92ft, 2.5cm, 98inch"
79371,"8cm, 3.14inch, 4.92ft, 2.5cm, 98inch"
79372,
79373,"1in, 29cm, 11.42in, 56in, 2cm, 04in"
79374,"1in, 29cm, 11.42in, 56in, 2cm, 04in"
79375,"0.9in, 22.4in, 8in"
79376,"0.9in, 22.4in, 8in"
79377,"2.20 w, 24v"
79378,"2.20 w, 24v"
79379,"78cm, 26cm"
79380,"78cm, 26cm"
79381,"5.5 in, 14 cm, 18.8 in, 15.2 in, 47.8 cm, 38.6 cm"
79382,"6 cm, 5 cm"
79383,"6 cm, 5 cm"
79384,"13inch, 8cm, 0.2inch"
79385,
79386,
79387,"53in, 75cm"
79388,"53in, 75cm"
79389,"53in, 75cm"
79390,
79391,"195cm, 5 cm, 20 cm"
79392,"2.36inch, 6cm"
79393,33.5 inch
79394,33.5 inch
79395,"2.5 in, 6.4 cm"
79396,"2.5 in, 6.4 cm"
79397,"2.5 in, 6.4 cm"
79398,
79399,
79400,"10mm, 10mm, 30mm"
79401,"26in, 4.33in, 28mm, 6.3in, 8in, 83mm, 110mm, 33in, 161mm, 21mm"
79402,"17.7 inch, 2 inch"
79403,
79404,"12g, 301g"
79405,"30cm, 30cm"
79406,"30cm, 30cm"
79407,"250mm, 160mm, 25mm, 40mm"
79408,"235mm, 195mm"
79409,"12cm, 4.7in, 23.5cm, 9.3in"
79410,"15cm, 5.90in"
79411,"15cm, 5.90in"
79412,"33cm, 13in, 21cm"
79413,"33cm, 13in, 21cm"
79414,"33cm, 13in, 21cm"
79415,
79416,
79417,
79418,"30cm, 11.81in"
79419,"30cm, 11.81in"
79420,
79421,
79422,"2 in, 1.6in, 13.7in"
79423,"25 cm, 9.8 inch, 84.5 cm, 3 in"
79424,
79425,"40 inch, 29 inch, 29 inch"
79426,"40 inch, 29 inch, 29 inch"
79427,"39.4in, 14.6in, 10.4in, 5.3in, 8in"
79428,49.2mm
79429,49.2mm
79430,"9.8 in, 25 cm"
79431,"9.8 in, 25 cm"
79432,"9.8 in, 25 cm"
79433,"3.15in, 10.25in, 2.95in"
79434,"3.15in, 10.25in, 2.95in"
79435,21mm
79436,4.13 inch
79437,4.13 inch
79438,
79439,
79440,15lb
79441,"13 cm, 7.5 cm, 18.5 cm"
79442,
79443,
79444,
79445,"46.4cm, 64cm, 45cm"
79446,"72cm, 28.34in, 17cm, 6.69in, 34cm, 13.38in"
79447,"72cm, 28.34in, 17cm, 6.69in, 34cm, 13.38in"
79448,"40cm, 16cm, 29cm"
79449,38cm
79450,38cm
79451,38cm
79452,"5.11in, 12cm, 4.72in, 146cm, 57.48in, 1.18in, 21cm, 8.26in"
79453,"5.11in, 12cm, 4.72in, 146cm, 57.48in, 1.18in, 21cm, 8.26in"
79454,
79455,3m
79456,3m
79457,
79458,
79459,
79460,16.3in
79461,16.3in
79462,"17cm, 17.3cm"
79463,"17cm, 17.3cm"
79464,37cm
79465,"25mm, 25mm, 24.25mm, 25mm"
79466,"25mm, 25mm, 24.25mm, 25mm"
79467,"25mm, 25mm, 24.25mm, 25mm"
79468,"1.45in, 3.7cm, 2.2in, 5.6cm, 2.8cm, 6.6cm"
79469,100 cm
79470,
79471,"25cm, 48cm, 132cm, 12.7cm"
79472,"25cm, 48cm, 132cm, 12.7cm"
79473,"2.5cm, 98inch, 9cm, 3.54inch"
79474,"200cm, 78.74in"
79475,"200cm, 78.74in"
79476,
79477,
79478,"9.7 cm, 40.5cm, 1.2 cm, 7cm, 31.6cm"
79479,"5.91in, 15in, 4.34in"
79480,"5.91in, 15in, 4.34in"
79481,"21.7cm, 8.54in, 13.5cm, 5.31in"
79482,"28cm, 13cm"
79483,"28cm, 13cm"
79484,"145mm, 121mm"
79485,"145mm, 121mm"
79486,"12.2in, 27cm, 13cm, 10.6in"
79487,"5.5in, 4.7in, 4.3in"
79488,"5kg, 198 g"
79489,
79490,40 cm
79491,40 cm
79492,25cm
79493,"16mm, 16mm, 16mm"
79494,"16mm, 16mm, 16mm"
79495,"15cm, 5.9in, 21cm, 8.3in"
79496,"15cm, 5.9in, 21cm, 8.3in"
79497,"3in, 3in"
79498,"3in, 3in"
79499,
79500,
79501,"14cm, 9.5cm, 8.8cm, 6.2cm, 25cm"
79502,"3mm, 101 mm, 60 mm"
79503,"26cm, 36cm, 0.5cm, 33cm"
79504,
79505,
79506,
79507,
79508,15cm
79509,190g
79510,
79511,
79512,
79513,6cm
79514,6cm
79515,
79516,"9.8 in, 25cm"
79517,"9.8 in, 25cm"
79518,
79519,"23.00 cm, 9.05 in"
79520,
79521,7.8in
79522,"28cm, 1cm"
79523,"55.12in, 140cm, 14.17in, 36cm, 24.8in, 63cm"
79524,"42.7in, 12in, 14in, 19.5in, 16.75in, 9in, 20in, 20in"
79525,
79526,
79527,
79528,"6 in, 12 in, 15.2 cm, 30.5 cm"
79529,"11.8 inch, 8.8 inch"
79530,"11.8 inch, 8.8 inch"
79531,"140 cm, 200 cm, 5 cm, 7 cm, 200 cm, 78 cm, 23 cm, 4 cm, 8 cm, 213 cm"
79532,"15.9cm, 12.8cm, 10.4cm, 26.7cm, 1.6cm, 2cm, 5cm, 9cm, 2cm, 3cm, 6cm, 27.7cm"
79533,"45cm, 15cm, 30cm, 45cm"
79534,"9inch, 4inch"
79535,"9inch, 4inch"
79536,
79537,
79538,"8.4 inch, 1.9inch, 5.5 inch"
79539,"9cm, 3.5in"
79540,"9cm, 3.5in"
79541,"9cm, 3.5in"
79542,"270mm, 195mm"
79543,"9.84 in, 3.15 in"
79544,"9.84 in, 3.15 in"
79545,"5 in, 9 in"
79546,"16.5 in, 42.0 cm, 30.0 cm"
79547,"9.5cm, 23cm"
79548,
79549,
79550,"4cm, 6cm, 30cm"
79551,"4.2cm, 6cm, 4.5cm, 4.4cm"
79552,"70cm, 30cm"
79553,"70cm, 30cm"
79554,"7ft, 210cm, 84in"
79555,"1.6in, 2.4in, 6.1cm"
79556,
79557,
79558,
79559,
79560,
79561,14cm
79562,
79563,
79564,
79565,"3.9in, 4.8in"
79566,"3.9in, 4.8in"
79567,
79568,
79569,
79570,31cm
79571,31cm
79572,31cm
79573,"12cm, 10cm, 20.5cm, 8cm, 12cm"
79574,
79575,
79576,"51mm, 101mm, 052mm"
79577,12v
79578,12v
79579,15.8cm
79580,15.8cm
79581,7 cm
79582,"2.7 in, 6.8 cm, 2.7 in, 6.8 cm"
79583,"21 cm, 7 cm"
79584,"21 cm, 7 cm"
79585,"21 cm, 7 cm"
79586,50 cm
79587,
79588,
79589,27inch
79590,27inch
79591,27inch
79592,
79593,
79594,"15 cm, 10 cm"
79595,"15 cm, 10 cm"
79596,"86 lbs, 22.5 lbs"
79597,"6cm, 2.36in, 3.2cm, 1.26in, 95in, 7.5cm"
79598,0.4 inch
79599,150cm
79600,"13.7in, 1.45in, 31in"
79601,"160mm, 6.30in, 136mm, 5.35in, 136mm, 5.35in"
79602,"70 cm, 140 cm"
79603,"70 cm, 140 cm"
79604,"70 cm, 140 cm"
79605,"10.4cm, 10cm, 3.9in, 8cm, 8cm"
79606,"10.4cm, 10cm, 3.9in, 8cm, 8cm"
79607,
79608,
79609,"9in, 15cm, 1cm, 5in, 3in"
79610,8.7in
79611,8.7in
79612,18inch
79613,"42 in, 25 in, 40 in"
79614,32 cm
79615,32 cm
79616,32 cm
79617,5.5 in
79618,45cm
79619,45cm
79620,45cm
79621,7cm
79622,7cm
79623,"21cm, 19m, 7cm"
79624,"80in, 54in"
79625,"80in, 54in"
79626,"80in, 54in"
79627,"2inch, 200cm, 120cm"
79628,
79629,"50cm, 42cm"
79630,"50cm, 42cm"
79631,"7.28in, 2in, 16in, 2in, 12.5cm"
79632,"3.42in, 2.36in, 4.8in, 5.03in, 1.6in, 4.3in"
79633,
79634,"3.2 cm, 6.2 cm"
79635,"3.2 cm, 6.2 cm"
79636,"3.2 cm, 6.2 cm"
79637,
79638,
79639,
79640,
79641,"3.07in, 0.4in, 9.9in, 2.95in"
79642,8.5 cm
79643,8.5 cm
79644,"29cm, 22 cm, 30mm, 45mm, 32mm, 45mm, 45 mm, 32 mm"
79645,
79646,
79647,
79648,
79649,"600mm, 380mm, 486mm, 290mm, 584mm, 103mm"
79650,5ft
79651,5ft
79652,30cm
79653,30cm
79654,"9cm, 6cm"
79655,"12mm, 2in, 34mm, 1.34in, 25mm, 50mm, 2in"
79656,"5 in, 7 in"
79657,"5 in, 7 in"
79658,
79659,"5 in, 2.75 in, 8 in, 34 in, 52 in"
79660,190 cm
79661,190 cm
79662,
79663,
79664,
79665,"72 inch, 4.72 inch, 625inch, 12.5 inch, 385inch, 5 inch"
79666,"2.4inch, 5.9inch"
79667,"4.8in, 0.9in"
79668,"75in, 19mm, 0.75in, 210mm, 2.75in, 8.25inch, 19mm, 75in, 142mm, 5.6inch"
79669,"81cm, 60cm, 38cm"
79670,"2.5cm, 0.98in, 1.6cm, 78in"
79671,"2.5cm, 0.98in, 1.6cm, 78in"
79672,"12 in, 9 in"
79673,"12 in, 9 in"
79674,"13cm, 30cm, 15cm"
79675,"8in, 10in"
79676,
79677,
79678,
79679,"19cm, 7.48in, 28.5cm, 11.22in"
79680,"19cm, 7.48in, 28.5cm, 11.22in"
79681,"32 inch, 1.6 inch, 1 inch"
79682,"183 mm, 356 mm, 360 mm"
79683,197.8mm
79684,197.8mm
79685,"100 cm, 200 cm, 200 cm, 200 cm"
79686,"100 cm, 200 cm, 200 cm, 200 cm"
79687,"100 cm, 200 cm, 200 cm, 200 cm"
79688,"23.6in, 18.9in, 28.7in, 11.8in"
79689,"66cm, 64cm, 40cm, 84cm, 53cm"
79690,"9cm, 30cm"
79691,
79692,"12 inch, 30.48cm"
79693,"12 inch, 30.48cm"
79694,203cm
79695,203cm
79696,"4 cm, 13 cm"
79697,"4 cm, 13 cm"
79698,"2.3cm, 1.5cm"
79699,"2.3cm, 1.5cm"
79700,"15.7in, 13.9in, 12.8in, 10.9in"
79701,23 cm
79702,23 cm
79703,23 cm
79704,
79705,
79706,"69cm, 27in, 89cm, 35in"
79707,11.5cm
79708,11.5cm
79709,"8cm, 28cm, 15cm, 8cm"
79710,"1.5ft, 4ft"
79711,"276 mm, 99 mm"
79712,"39.5 cm, 34.7 cm, 31 cm, 45 cm, 80 cm"
79713,"7 inch, 18cm, 5 inch, 12.7cm, 2.5 inch, 6.4cm, 6 inch, 15cm, 3.9 inch, 2.3 inch, 6cm, 18cm"
79714,
79715,
79716,"55cm, 90cm"
79717,"55cm, 90cm"
79718,"110mm, 4.3in, 95mm, 3.7in"
79719,"110mm, 4.3in, 95mm, 3.7in"
79720,"171cm, 75cm"
79721,"171cm, 75cm"
79722,"33cm, 4cm, 8cm, 33cm"
79723,
79724,"91.4cm, 30cm"
79725,107cm
79726,107cm
79727,
79728,"2.2cm, 86inch"
79729,"2.2cm, 86inch"
79730,"2.2cm, 86inch"
79731,3.9in
79732,3.9in
79733,35.4in
79734,35.4in
79735,
79736,
79737,"34.5cm, 14cm, 14cm"
79738,"8.66 in, 74 in, 3.35 in, 61 in, 8.46 in"
79739,
79740,"6in, 6in"
79741,"6in, 6in"
79742,"6in, 6in"
79743,
79744,
79745,"116 mm, 157 mm"
79746,"9in, 5in"
79747,"7.61in, 5.73in, 0.61in, 0.43in, 0.98in, 45in, 2.95in, 2.52in, 1.14in"
79748,"7.61in, 5.73in, 0.61in, 0.43in, 0.98in, 45in, 2.95in, 2.52in, 1.14in"
79749,
79750,"18cm, 45cm"
79751,"18cm, 45cm"
79752,"47cm, 114cm"
79753,300lb
79754,
79755,"8.7cm, 3.4inch, 30mm, 14mm"
79756,8cm
79757,3.8in
79758,3.8in
79759,3.8in
79760,"9.8cm, 5.5cm, 3.2cm, 8.2cm, 4.5cm, 5.5cm, 4.8cm, 6.5cm, 0.6cm, 6.6cm, 6.4cm"
79761,
79762,30 lbs
79763,"20cm, 7.9in, 14cm, 5.5in, 14cm"
79764,
79765,"19.5cm, 27cm"
79766,"67cm, 2.2cm, 28.5cm"
79767,"67cm, 2.2cm, 28.5cm"
79768,14 cm
79769,"4cm, 6 cm, 15 cm, 5.9inch"
79770,
79771,
79772,
79773,50cm
79774,5cm
79775,5cm
79776,"3ft, 5ft, 6ft, 7ft"
79777,
79778,
79779,
79780,"27 cm, 10.62 in, 20 cm, 7.78 in"
79781,"27 cm, 10.62 in, 20 cm, 7.78 in"
79782,2.44in
79783,2.44in
79784,"4.62 in, 6.92 in, 18cm"
79785,"4.62 in, 6.92 in, 18cm"
79786,
79787,"78 in, 28 in, 22 in, 22 in, 58 in, 5 feet, 177.8 cm"
79788,15cm
79789,22 lb
79790,22 lb
79791,"5.2 in, 13.3 cm, 6.4 in, 16.2 cm"
79792,6.7cm
79793,"150lbs, 68kg"
79794,
79795,
79796,
79797,"11 in, 9.3 in, 8.7 in"
79798,"113in, 2.55in"
79799,85mm
79800,85mm
79801,123 mm
79802,123 mm
79803,123 mm
79804,
79805,19mm
79806,19mm
79807,
79808,"16.5in, 42cm, 32cm, 14cm"
79809,
79810,
79811,"18 cm, 41 cm, 26 cm"
79812,
79813,
79814,"5.5in, 14cm, 3.9in"
79815,"450mm, 450mm, 480mm, 63mm, 486mm, 560mm, 560mm, 225mm, 225mm, 225mm"
79816,
79817,"9.4inch, 13.9inch, 7.2inch"
79818,
79819,
79820,30cm
79821,30cm
79822,
79823,"50mm, 90mm"
79824,"50mm, 90mm"
79825,"8 inch, 62 cm, 7 inch, 40 cm, 41 inch, 91cm"
79826,
79827,8 inch
79828,8 inch
79829,8 inch
79830,12 in
79831,77g
79832,77g
79833,"45mm, 3mm"
79834,"45mm, 3mm"
79835,"165mm, 60mm, 120mm"
79836,
79837,
79838,"12cm, 14cm, 9cm, 8cm, 8cm, 11cm, 10cm, 9cm"
79839,"1.7cm, 0.67in"
79840,"1.7cm, 0.67in"
79841,"9cm, 3cm"
79842,
79843,"5 inch, 2 inch, 4 inch, 3 inch, 0.32inch, 16inch, 1.57inch, 0.32inch"
79844,"5.9inch, 15cm, 2.4inch, 6cm"
79845,"5.9inch, 15cm, 2.4inch, 6cm"
79846,"78cm, 65 cm, 15 cm, 96 cm, 96cm, 5cm, 58 cm, 65 cm"
79847,
79848,"58.7in, 149cm, 74in, 188cm"
79849,"58.7in, 149cm, 74in, 188cm"
79850,
79851,"6cm, 2.2in"
79852,"6cm, 2.2in"
79853,9in
79854,9in
79855,9in
79856,"2.7in, 2.1in, 2cm, 15cm, 0.6in"
79857,120 cm
79858,"8inch, 6inch"
79859,"8inch, 6inch"
79860,
79861,51.9in
79862,51.9in
79863,"117 cm, 5 cm, 70 cm"
79864,"250 lbs, 54 lbs"
79865,"250 lbs, 54 lbs"
79866,"3cm, 1.57in, 4cm, 3.93in, 10cm, 16cm, 6.29in"
79867,"70 cm, 90 cm"
79868,"70 cm, 90 cm"
79869,"8.5cm, 11cm, 5.5cm"
79870,
79871,1.77inch
79872,1.77inch
79873,"14cm, 5.51in"
79874,"21in, 46cm, 18in, 53cm, 25.5in, 53cm, 64.5cm"
79875,"21in, 46cm, 18in, 53cm, 25.5in, 53cm, 64.5cm"
79876,
79877,
79878,
79879,"67cm, 4cm, 50cm, 25cm"
79880,43cm
79881,
79882,"12v, 6.0w"
79883,"12v, 6.0w"
79884,176mm
79885,176mm
79886,
79887,
79888,"15cm, 16.8cm"
79889,
79890,
79891,
79892,"3.5cm, 15cm"
79893,"26cm, 16cm, 2 m"
79894,"26cm, 16cm, 2 m"
79895,"26cm, 16cm, 2 m"
79896,54 inch
79897,54 inch
79898,"6.7in, 17cm, 6.5in"
79899,
79900,"21 cm, 21 cm, 21 cm"
79901,"3.11 in, 5.43 in, 2.32 in, 3.94 in"
79902,"3.11 in, 5.43 in, 2.32 in, 3.94 in"
79903,"170mm, 95mm, 95mm"
79904,"38cm, 37cm"
79905,"8cm, 3.1in, 2.1in, 9.2in, 18cm"
79906,"6.5cm, 11.8cm, 12.5cm"
79907,"4.7in, 12cm, 12cm, 4.7in"
79908,"14.2in, 12.2in, 6.3in, 1in, 4.7 in, 9.8 in"
79909,"26.4cm, 18cm, 32cm"
79910,
79911,"4.2cm, 11.2cm"
79912,"4.2cm, 11.2cm"
79913,0.8cm
79914,"70.9in, 180cm"
79915,"70.9in, 180cm"
79916,144mm
79917,144mm
79918,"25cm, 9.84in"
79919,"25cm, 9.84in"
79920,
79921,
79922,
79923,"22cm, 8.66in"
79924,"320mm, 24cm, 32cm, 33cm"
79925,"10.2in, 0.98in, 6.1in, 29.9in, 8.3in"
79926,
79927,22 inch
79928,
79929,
79930,"39 cm, 40 cm, 33 cm"
79931,"39 cm, 40 cm, 33 cm"
79932,42 inch
79933,42 inch
79934,"5.5cm, 2.17in"
79935,"5.5cm, 2.17in"
79936,"5.5cm, 2.17in"
79937,"14mm, 55inch, 8mm, 0.31inch"
79938,7cm
79939,"1.2in, 0.2in"
79940,"1.2in, 0.2in"
79941,"1.2in, 0.2in"
79942,"6.22in, 4.6in, 2.8in, 2.8in, 2.8in"
79943,"7 cm, 7 cm"
79944,"7 cm, 7 cm"
79945,"7 cm, 7 cm"
79946,"7.87 in, 17.9 in, 27.5 in, 4.33 in, 10 in"
79947,"7.86 in, 20 cm, 3.93 in, 10 cm, 2.75 in, 7 cm"
79948,"12cm, 30cm"
79949,16cm
79950,16cm
79951,
79952,"16.5cm, 6.5inch, 23cm, 9inch, 26cm, 10.2inch, 60cm, 23.6inch"
79953,"16.5cm, 6.5inch, 23cm, 9inch, 26cm, 10.2inch, 60cm, 23.6inch"
79954,"16.5cm, 6.5inch, 23cm, 9inch, 26cm, 10.2inch, 60cm, 23.6inch"
79955,3.1 inch
79956,3.1 inch
79957,"6ft, 46in, 17 in, 19in"
79958,
79959,"8.4cm, 3.3in, 4.8cm"
79960,"8.4cm, 3.3in, 4.8cm"
79961,"8.4cm, 3.3in, 4.8cm"
79962,"15 cm, 35 cm, 46.8 cm"
79963,"15 cm, 35 cm, 46.8 cm"
79964,"0.75in, 0.75in, 9cm"
79965,"0.75in, 0.75in, 9cm"
79966,10cm
79967,10cm
79968,
79969,
79970,
79971,
79972,"35mm, 145mm, 134mm"
79973,8.14in
79974,8.14in
79975,8.14in
79976,28 in
79977,"18.5 in, 1.37 in, 19.88 in"
79978,"8.4cm, 8.4cm, 5.2cm, 5.2cm, 1.2cm"
79979,"4.5cm, 6.5cm"
79980,"26.2mm, 39mm, 26.4mm"
79981,"26.2mm, 39mm, 26.4mm"
79982,"7cm, 7cm, 7cm"
79983,
79984,"20cm, 31cm, 12.2in, 13cm, 5.1in, 15cm"
79985,"121mm, 91mm"
79986,"6.8cm, 4.5cm"
79987,"6.8cm, 4.5cm"
79988,
79989,
79990,2950w
79991,
79992,
79993,
79994,"8.3cm, 7.0cm"
79995,"370 mm, 290 mm"
79996,"370 mm, 290 mm"
79997,"22cm, 22cm, 22cm"
79998,"4 inch, 4.5 inch"
79999,"4 inch, 4.5 inch"
80000,"45cm, 30cm"
80001,4.25 in
80002,4.25 in
80003,"9.45in, 21in, 6.69in, 3.62in, 3in, 1.88in, 6.89in"
80004,"9.45in, 21in, 6.69in, 3.62in, 3in, 1.88in, 6.89in"
80005,
80006,"6cm, 2.36inch, 105cm, 41.34inch"
80007,"42cm, 25cm, 6.8cm, 1.3cm, 2cm, 22cm, 35cm, 96cm, 12cm, 23cm"
80008,
80009,
80010,
80011,"6.3cm, 25inch"
80012,"6.3cm, 25inch"
80013,
80014,
80015,
80016,"8cm, 3.15in, 23cm, 9in, 4in, 23cm, 9in"
80017,"18 inch, 10 inch"
80018,"18 inch, 10 inch"
80019,"60mm, 130mm"
80020,"54 cm, 40 cm, 25 cm, 25 cm"
80021,12 inch
80022,12 inch
80023,"5.1 inch, 3 inch, 7.3 inch"
80024,"24.5cm, 9.7in"
80025,"24.5cm, 9.7in"
80026,"15 cm, 4.3inch, 11cm"
80027,"120cm, 47.2in, 8cm, 14.8in, 14.4cm, 5.6in, 8cm, 3.8in, 3cm, 6in, 33cm, 12.9in, 14.7in"
80028,"05.51in, 14cm, 4.92in, 12cm"
80029,
80030,
80031,
80032,
80033,
80034,"2inch, 6cm, 2.36inch"
80035,"2inch, 6cm, 2.36inch"
80036,"24 inch, 12 inch, 12 inch"
80037,"24 inch, 12 inch, 12 inch"
80038,"25 cm, 52 cm"
80039,
80040,
80041,
80042,"58cm, 137cm"
80043,"3.5cm, 1.4inch"
80044,"3.5cm, 1.4inch"
80045,
80046,"57cm, 5.74in, 44in, 40cm"
80047,8cm
80048,8cm
80049,"125mm, 4.92in, 40mm, 1.571in"
80050,"125mm, 4.92in, 40mm, 1.571in"
80051,15 cm
80052,"4inch, 3inch"
80053,"4inch, 3inch"
80054,"0.75in, 1.85in"
80055,
80056,
80057,8cm
80058,"9.8ft, 3m, 20cm"
80059,"9.8ft, 3m, 20cm"
80060,"9.8ft, 3m, 20cm"
80061,
80062,
80063,"11.5cm, 5in"
80064,"11.5cm, 5in"
80065,"11.5cm, 5in"
80066,"1cm, 0.39 in, 11.3cm, 4.45 in, 9cm, 3.54 in"
80067,
80068,
80069,
80070,120g
80071,40 cm
80072,40 cm
80073,40 cm
80074,350kg
80075,"11 in, 11.6 in, 8.1 in"
80076,"11 in, 11.6 in, 8.1 in"
80077,37in
80078,37in
80079,
80080,
80081,
80082,
80083,
80084,
80085,
80086,
80087,"4.5 cm, 3 cm"
80088,"4.5 cm, 3 cm"
80089,"37cm, 17cm"
80090,"37cm, 17cm"
80091,"22cm, 31cm, 15.6 inch, 14 inch"
