index,prediction
12976,"9.00 cm, 3.54 in"
12977,"9.00 cm, 3.54 in"
12978,60 cm
12979,60 cm
12980,
12981,
12982,
12983,25m
12984,25m
12985,150cm
12986,
12987,"8cm, 3.14inch, 11.79inch"
12988,"6 mm, 3.5 in, 1.7 in"
12989,"6 mm, 3.5 in, 1.7 in"
12990,"9cm, 23cm"
12991,"9cm, 23cm"
12992,"11.7cm, 4.61 in"
12993,"11.7cm, 4.61 in"
12994,"11.7cm, 4.61 in"
12995,
12996, ml
12997,
12998,
12999,
13000,
13001,"84cm, 63cm, 184cm"
13002,1 cm
13003,1 cm
13004,
13005,"8.66 in, 22.0 cm, 8.26 in, 21.0 cm"
13006,"8.66 in, 22.0 cm, 8.26 in, 21.0 cm"
13007,
13008,13cm
13009,13cm
13010,40cm
13011,"144mm, 17mm"
13012,"144mm, 17mm"
13013,"80mm, 65mm"
13014,"0.423 oz, 12g"
13015,
13016,"110kg, 242lb"
13017,
13018,
13019,
13020,
13021,
13022,16mm
13023,16mm
13024,60.2 inch
13025,60.2 inch
13026,25 mm
13027,25 mm
13028,25 mm
13029,"8cm, 3.46in, 3cm, 96in"
13030,
13031,"15cm, 5.91inch"
13032,"15cm, 5.91inch"
13033,"15cm, 5.91inch"
13034,"40cm, 15.74inch"
13035,"40cm, 15.74inch"
13036,"4.1 in, 6.3 in, 16 cm"
13037,26 cm
13038,26 cm
13039,21 cm
13040,21 cm
13041,180 lbs
13042,
13043,750w
13044,750w
13045,
13046,
13047,
13048,12.3kg
13049,177g
13050,"12969inch, 20cm, 7.87inch"
13051,"17cm, 6.7in, 4.5cm, 1.77in"
13052,"17cm, 6.7in, 4.5cm, 1.77in"
13053,
13054,
13055,
13056,
13057,
13058,
13059,
13060,
13061,
13062,1200w
13063,1200w
13064,180 kg
13065,5 cm
13066,
13067,
13068,
13069,"86mm, 3.38in"
13070,"86mm, 3.38in"
13071,"0.78 in, 2 cm, 4.7 in, 12 cm"
13072,"0.78 in, 2 cm, 4.7 in, 12 cm"
13073,"35cm, 15cm, 39 inch"
13074,"35cm, 15cm, 39 inch"
13075,14 cm
13076,14 cm
13077,
13078,
13079,
13080,
13081,"32 in, 32in, 35 in, 88.9 cm"
13082,"32 in, 32in, 35 in, 88.9 cm"
13083,"5.43 in, 13.8 cm"
13084,"5.43 in, 13.8 cm"
13085,"55mm, 383mm"
13086,"13.7 in, 35.0 cm, 9.8 in, 25.0 cm"
13087,"13.7 in, 35.0 cm, 9.8 in, 25.0 cm"
13088,"3.54 in, 9 cm"
13089,"3.54 in, 9 cm"
13090,
13091,12v
13092,9cm
13093,
13094,
13095,"7.67in, 8.267in, 21cm"
13096,"7.67in, 8.267in, 21cm"
13097,"1.1 in, 3.0 cm, 4.1 in, 10.5 cm"
13098,"1.1 in, 3.0 cm, 4.1 in, 10.5 cm"
13099,5.3cm
13100,5.3cm
13101,5.3cm
13102,
13103,"150kg, 8kg"
13104,
13105,"3.1in, 8cm"
13106,"3.1in, 8cm"
13107,"18cm, 7.07in, 1.57in"
13108,"18cm, 7.07in, 1.57in"
13109,"42cm, 74cm, 88cm, 27cm"
13110,
13111,
13112,
13113,
13114,
13115,"0.7 inch, 1.8cm, 1.6 inch, 4cm"
13116,"0.7 inch, 1.8cm, 1.6 inch, 4cm"
13117,
13118,
13119,
13120,
13121,"50cm, 30cm, 7cm, 9cm"
13122,"50cm, 30cm, 7cm, 9cm"
13123,
13124,"18.5cm, 7.28in, 4.92in, 1.6cm, 6.5cm, 0.62in, 2.56in"
13125,"18.5cm, 7.28in, 4.92in, 1.6cm, 6.5cm, 0.62in, 2.56in"
13126,90 cm
13127,
13128,
13129,8kg
13130,4v
13131,4v
13132,"48cm, 14cm, 52cm, 14cm, 16cm"
13133,8cm
13134,8cm
13135,
13136,"180 in, 7 cm, 0 m, 45.7 cm, 0m, 50.8cm"
13137,"15cm, 15cm"
13138,"3.4in, 4.1in, 2.7in, 4.4in"
13139,50 cm
13140,50 cm
13141,50 cm
13142,"4.3 in, 11 cm, 2.1 in, 5.5 cm"
13143,"4.3 in, 11 cm, 2.1 in, 5.5 cm"
13144,25 cm
13145,25 cm
13146,
13147,"145 cm, 125 cm, 110 cm"
13148,"145 cm, 125 cm, 110 cm"
13149,"145 cm, 125 cm, 110 cm"
13150,2lbs
13151,
13152,400 pound
13153,
13154,18mm
13155,18mm
13156,
13157,295kg
13158,"760g, 200kg, 10g"
13159,"760g, 200kg, 10g"
13160,
13161,"60cm, 50cm"
13162,"60cm, 50cm"
13163,
13164,
13165,
13166,
13167,"8 cm, 3 cm"
13168,"8 cm, 3 cm"
13169,
13170,
13171,
13172,
13173,
13174,"9v, 1 v"
13175,"5 lbs, 220 kg"
13176,25cm
13177,25cm
13178,25cm
13179,
13180,
13181,
13182,
13183,"10.2cm, 25cm, 17.3cm"
13184,50mg
13185,"19cm, 18cm"
13186,"4cm, 6cm"
13187,"4cm, 6cm"
13188,"1.3 in, 3.3 cm, 3.0 in, 7.5 cm"
13189,"1.3 in, 3.3 cm, 3.0 in, 7.5 cm"
13190,"3.1 in, 8.0 cm, 7.8 in, 20 cm"
13191,"3.1 in, 8.0 cm, 7.8 in, 20 cm"
13192,8 lbs
13193,"66 cm, 116 cm"
13194,
13195,
13196,
13197,"3.1 in, 2.7 in, 7.0 cm"
13198,"3.1 in, 2.7 in, 7.0 cm"
13199,90.7kg
13200,90.7kg
13201,
13202,
13203,
13204,15kg
13205,"7.8 in, 20 cm, 8.8 in, 22.5 cm"
13206,16gb
13207,16gb
13208,15lb
13209,"4.52 in, 11.5 cm, 9.84 in, 25 cm"
13210,"4.52 in, 11.5 cm, 9.84 in, 25 cm"
13211,"2.36inch, 6cm"
13212,"180cm, 90 cm"
13213,14 v
13214,
13215,"2.2g, 0.08 oz"
13216,"68 cm, 47.5 cm, 75 cm, 53 cm, 8 cm, 218 cm"
13217,
13218,l
13219,11.2cm
13220,11.2cm
13221,"1.5 lb, 15 lb"
13222,
13223,
13224,"1.2in, 3.0 cm, 4.3in, 11.0 cm"
13225,"1.2in, 3.0 cm, 4.3in, 11.0 cm"
13226,20kg
13227,10v
13228,2 cm
13229,2 cm
13230,
13231,"4.2cm, 15cm"
13232,
13233,3.7v
13234,"20mm, 145mm, 6in"
13235,5 cm
13236,"18mm, 160mm, 78mm"
13237,"18mm, 160mm, 78mm"
13238,"7 cm, 0 cm, 4 cm, 4 cm, 5 cm, 5 cm"
13239,
13240,
13241,
13242,"34mm, 38.8mm"
13243,"34mm, 38.8mm"
13244,"30 cm, 98 cm"
13245,"5 cm, 5 cm"
13246,"5 cm, 5 cm"
13247,
13248,"3.5cm, 1.4in, 14.5cm, 5.7in"
13249,
13250,
13251,
13252,
13253,13cm
13254,
13255,"28 cm, 8 cm"
13256,"60 cm, 30 cm"
13257,"5cm, 73cm"
13258,"5cm, 73cm"
13259,27.3 cm
13260,27.3 cm
13261,"24 cm, 40 cm"
13262,14.45 cm
13263, ml
13264,45 kg
13265,45 kg
13266,"10mm, 0.39inch, 43mm, 1.69inch, 28mm"
13267,
13268,
13269,"50cm, 35.5cm"
13270,
13271,3kg
13272,"4.7 in, 12 cm, 11.8 in, 30 cm"
13273,"4.7 in, 12 cm, 11.8 in, 30 cm"
13274,"16cm, 20cm"
13275,"16cm, 20cm"
13276,
13277,ml
13278,
13279,
13280,
13281,
13282,
13283,
13284,
13285,
13286,5cm
13287,27mm
13288,"29cm, 19cm"
13289,"29cm, 19cm"
13290,"334cm, 112cm, 82cm, 260cm, 53cm, 35cm, 42cm, 170cm"
13291,"180 cm, 200 cm, 209 cm, 187 cm"
13292,"9cm, 3.54in, 8cm, 3.14in"
13293,"9cm, 3.54in, 8cm, 3.14in"
13294,32gb
13295,32gb
13296,"8.5cm, 8.5cm, 19cm"
13297,
13298,
13299,
13300,
13301,
13302,7cm
13303,7cm
13304,
13305,
13306,
13307,
13308,
13309,"29.7cm, 44cm"
13310,"29.7cm, 44cm"
13311,"29.7cm, 44cm"
13312,
13313,
13314,
13315,3cm
13316,3cm
13317,36v
13318,1000w
13319,1000w
13320,"15 lb, 15 lb"
13321,32cm
13322,32cm
13323,
13324,"0.78 in, 2 cm, 4.7 in, 12 cm"
13325,"0.78 in, 2 cm, 4.7 in, 12 cm"
13326,"12gb, 512gb"
13327,"12gb, 512gb"
13328,"35 cm, 5 cm"
13329,
13330,
13331,3 cm
13332,"0.98 in, 2.5 cm, 1.37 in, 3.5 cm"
13333,"0.98 in, 2.5 cm, 1.37 in, 3.5 cm"
13334,8 cm
13335,8 cm
13336,22mm
13337,22mm
13338,22mm
13339,"60cm, 60cm"
13340,26 cm
13341,26 cm
13342,16mm
13343,16mm
13344,20v
13345,
13346,
13347,265lbs
13348,"54g, 7g, 1g, 0g, 40g, 3g, 16g, 15g, 3g, 85mg"
13349,
13350,
13351,"1.97in, 3cm, 1.18in"
13352,250lbs
13353,
13354,
13355,"62 cm, 80 cm"
13356,"12.5cm, 9.2cm"
13357,45 cm
13358,"0.78 in, 2 cm, 0.59 in, 1.5 cm"
13359,"0.78 in, 2 cm, 0.59 in, 1.5 cm"
13360,
13361,"2.4in, 6cm"
13362,"2.4in, 6cm"
13363,"55mm, 150mm"
13364,2 in
13365,2 in
13366,2 in
13367,"130 kg, 130 kg"
13368,
13369,21v
13370,"4.52in, 10.4cm, 4.09in"
13371,"4.52in, 10.4cm, 4.09in"
13372,"6.2cm, 24.2cm, 9.2cm"
13373,5w
13374,"15 lb, 15lb, 15 lb"
13375,
13376,350lb
13377,
13378,5 cm
13379,5 cm
13380,"55 cm, 3 cm, 94.5 cm"
13381,
13382,85cm
13383,10.2 kg
13384,
13385,"39 cm, 11cm, 24 cm"
13386,
13387,"13 in, 33 cm, 3.3 in, 8.5 cm"
13388,"13 in, 33 cm, 3.3 in, 8.5 cm"
13389,
13390,
13391,150g
13392,"2.5cm, 0.98inch, 15cm, 5.9inch"
13393,265lbs
13394,"48cm, 89in"
13395,"48cm, 89in"
13396,"48cm, 89in"
13397,184 cm
13398,
13399,
13400,"50g, 74mg, 1g"
13401,
13402,
13403,
13404,90 cm
13405,90 cm
13406,90 cm
13407,3.7v
13408,
13409,
13410,
13411,"154lbs, 11.02lbs"
13412,
13413,
13414,
13415,
13416,
13417,
13418,"11.5cm, 3cm"
13419,"11.5cm, 3cm"
13420,
13421,
13422,350g
13423,1430g
13424,120 cm
13425,120 cm
13426,5 cm
13427,5 cm
13428,5 cm
13429,
13430,36 lb
13431,"15g, 300kg, 3mg"
13432,"14 cm, 13 cm, 13 cm, 9 cm"
13433,
13434,
13435,340mm
13436,3.94inch
13437,
13438,"3622 kg, 176.4lbs"
13439,"30 cm, 40cm, 23cm"
13440,"30 cm, 40cm, 23cm"
13441,"95 cm, 8 cm"
13442,2.6 lbs
13443,"42 cm, 3 cm, 8 cm"
13444,"42 cm, 3 cm, 8 cm"
13445,
13446,"36cm, 17.40cm"
13447,"36cm, 17.40cm"
13448,"72mm, 2.83inch"
13449,"72mm, 2.83inch"
13450,"40 cm, 50 cm"
13451,"1.8 in, 4.7 cm"
13452,"1.8 in, 4.7 cm"
13453,
13454,"0 mm, 170 mm"
13455,
13456,"2.95in, 75mm"
13457,"2.95in, 75mm"
13458,
13459,"10cm, 3.9in, 26cm, 10.2in"
13460,"10cm, 3.9in, 26cm, 10.2in"
13461,
13462,"25 cm, 5 cm"
13463,"25 cm, 5 cm"
13464,750w
13465,750w
13466,"240 mm, 300mm, 420mm"
13467,"97mm, 98mm, 287mm, 97mm"
13468,"97mm, 98mm, 287mm, 97mm"
13469,
13470,
13471,
13472,
13473,
13474,
13475,
13476,"3.85in, 9.8cm, 1.14in, 2.9cm"
13477,"3.85in, 9.8cm, 1.14in, 2.9cm"
13478,96.01cm
13479,"3 in, 1 cm"
13480,
13481,"26.00 cm, 10.23 in"
13482,"26.00 cm, 10.23 in"
13483,
13484,28g
13485,
13486,
13487,
13488,l
13489,"11.5cm, 12.5cm, 4.2cm"
13490,"11.5cm, 12.5cm, 4.2cm"
13491,
13492,"5.5cm, 7.5cm"
13493,"5.5cm, 7.5cm"
13494,
13495,350lbs
13496,
13497,"18 cm, 5 cm"
13498,"18 cm, 5 cm"
13499,
13500,
13501,
13502,
13503,330lbs
13504,
13505,
13506,
13507,"19cm, 13cm"
13508,"19cm, 13cm"
13509,
13510,1w
13511,1w
13512,"9cm, 3.54in, 5.5cm, 2.16in"
13513,"9cm, 3.54in, 5.5cm, 2.16in"
13514,"0.78 in, 2 cm"
13515,"0.78 in, 2 cm"
13516,
13517,
13518,
13519,
13520,450g
13521,"26 cm, 17 cm"
13522,"26 cm, 17 cm"
13523,"7 cm, 2.76 inch"
13524,
13525,
13526,
13527,"6cm, 2.36in, 10.5cm, 4.13in"
13528,"6cm, 2.36in, 10.5cm, 4.13in"
13529,
13530,"12cm, 4.72in, 30cm"
13531,"12cm, 4.72in, 30cm"
13532,"12cm, 4.72in, 30cm"
13533,330mm
13534,330mm
13535,74 cm
13536,907g
13537,4gb
13538,20cm
13539,20cm
13540,
13541,"90 cm, 4 cm"
13542,
13543,1w
13544,1w
13545,
13546,
13547,
13548,"09.4cm, 15 cm, 51 cm"
13549,"09.4cm, 15 cm, 51 cm"
13550,"1cm, 1cm, 20cm"
13551,"1cm, 1cm, 20cm"
13552,"12.40 in, 31.5 cm, 9.06 in, 23 cm"
13553,"12.40 in, 31.5 cm, 9.06 in, 23 cm"
13554,690 g
13555,
13556,"58 cm, 20 cm"
13557,"58 cm, 20 cm"
13558,"58 cm, 20 cm"
13559,
13560,"34in, 5.65in, 6.7in"
13561,"34in, 5.65in, 6.7in"
13562,"107mm, 152mm, 210mm, 145mm"
13563,
13564,
13565,9g
13566,
13567,18w
13568,"140cm, 210cm"
13569,"140cm, 210cm"
13570,
13571,80 cm
13572,80 cm
13573,
13574,"8.4cm, 6.5cm"
13575,"8.4cm, 6.5cm"
13576,"19.7 in, 50.0 cm, 15.7 in, 40.0 cm"
13577,"80 mm, 92 mm"
13578,"80 mm, 92 mm"
13579,"18.5 cm, 11 cm, 3.5 cm"
13580,"18.5 cm, 11 cm, 3.5 cm"
13581,
13582,
13583,
13584,"3in, 4in"
13585,"3in, 4in"
13586,"2.5 in, 6.5 cm, 2.7 in, 6.9 cm"
13587,"2.5 in, 6.5 cm, 2.7 in, 6.9 cm"
13588,"6.35 kg, 136kg"
13589,4cm
13590,4cm
13591,15 cm
13592,15 cm
13593,314.2g
13594,"147mm, 5.78in, 45mm, 77in"
13595,
13596,"1.1 in, 3.0 cm, 3.5 in, 9.0 cm"
13597,"1.1 in, 3.0 cm, 3.5 in, 9.0 cm"
13598,200 cm
13599,1 cm
13600,"6.3in, 2.36in"
13601,"6.3in, 2.36in"
13602,"30 oz, 950g"
13603,
13604,"26lb, 25lb"
13605,"8.25 in, 21 cm, 3.65 in, 9.3 cm"
13606,"8.25 in, 21 cm, 3.65 in, 9.3 cm"
13607,
13608,
13609,"14.7cm, 5.8in"
13610,"14.7cm, 5.8in"
13611,"5cm, 38cm"
13612,"5cm, 38cm"
13613,5 cm
13614,12m
13615,12m
13616,12m
13617,
13618,"11.79in, 30cm, 16.51in, 42cm"
13619,"11.79in, 30cm, 16.51in, 42cm"
13620,60cm
13621,60cm
13622,"55cm, 38cm, 6cm"
13623,265 lb
13624,2 cm
13625,
13626,
13627,"7.8 in, 20 cm, 3.2 in, 8.3 cm"
13628,"7.8 in, 20 cm, 3.2 in, 8.3 cm"
13629,"7.8 in, 20 cm, 3.2 in, 8.3 cm"
13630,"17.8cm, 15.9cm"
13631,"17.8cm, 15.9cm"
13632,
13633,
13634,172g
13635,200kg
13636,200kg
13637,
13638,7.5 cm
13639,
13640,
13641,120v
13642,120v
13643,"25 gram, 25g"
13644,2cm
13645,2cm
13646,"10.00 cm, 3.93 in"
13647,"10.00 cm, 3.93 in"
13648,"8cm, 40in"
13649,"8cm, 40in"
13650,"8cm, 40in"
13651,
13652,
13653,
13654,
13655,
13656,"34 cm, 55 cm"
13657,
13658,
13659,
13660,
13661,
13662,
13663,
13664,"120mm, 25mm, 1500mm, 220mm"
13665,8cm
13666,8cm
13667,
13668,
13669,
13670,
13671,
13672,12v
13673,
13674,"29cm, 13cm"
13675,"29cm, 13cm"
13676,
13677,"88.9 cm, 45.72 cm, 45.72 cm"
13678,"88.9 cm, 45.72 cm, 45.72 cm"
13679,"11cm, 120cm"
13680,"120 cm, 36 cm"
13681,560g
13682,"10 cm, 50 cm"
13683,"10 cm, 50 cm"
13684,"11 cm, 4.33 in, 9.2 cm, 3.62 in"
13685,5 in
13686,141.7g
13687,
13688,"160 cm, 70 cm"
13689,"160 cm, 70 cm"
13690,
13691,
13692,330lbs
13693,
13694,
13695,12v
13696,12v
13697,16oz
13698,
13699,54mm
13700,
13701,
13702,
13703,"28cm, 19cm"
13704,"28cm, 19cm"
13705,"3.9in, 6cm, 2.4in"
13706,"3.9in, 6cm, 2.4in"
13707,
13708,8 oz
13709,"3.46 in, 8.8 cm, 7.07 in, 18 cm"
13710,3.3lbs
13711,
13712,
13713,
13714,
13715,"18cm, 16cm, 6.3in"
13716,"18cm, 16cm, 6.3in"
13717,"19cm, 19cm"
13718,"128mm, 75mm"
13719,"33.02cm, 30.48cm, 107.95cm"
13720,"2cm, 2.95in"
13721,"70cm, 36cm"
13722,
13723,"80kg, 176lbs"
13724,10 cm
13725,10 cm
13726,
13727,
13728,
13729,"52 in, 35.5 in"
13730,
13731,
13732,150lbs
13733,150lbs
13734,9 cm
13735,9 cm
13736,
13737,140cm
13738,
13739,
13740,150cm
13741,"6.05 in, 15.4 cm, 3.3 in, 8.4 cm"
13742,"6.05 in, 15.4 cm, 3.3 in, 8.4 cm"
13743,"0.8kg, 300kg, 660lb"
13744,"23cm, 8.6cm"
13745,"23cm, 8.6cm"
13746,136g
13747,
13748,"20 inch, 20 inch"
13749,"2.8 in, 7in"
13750,"2.8 in, 7in"
13751,"4mm, 0.15in, 180mm, 7.08in, 155mm"
13752,
13753,
13754,"21cm, 8.26in"
13755,"21cm, 8.26in"
13756,"21cm, 8.26in"
13757,24 cm
13758,24 cm
13759,"8cm, 19.5cm"
13760,260 kg
13761,
13762,"3.3 in, 8.4 cm"
13763,"3.3 in, 8.4 cm"
13764,
13765,"465 mm, 193 mm"
13766,"465 mm, 193 mm"
13767,
13768,"13.8cm, 43in, 5.8cm, 2.28in"
13769,"4.5cm, 1.77in, 22.2cm, 8.74in"
13770,"4.5cm, 1.77in, 22.2cm, 8.74in"
13771,"4.5cm, 1.77in, 22.2cm, 8.74in"
13772,"5.89 in, 15 cm"
13773,"5.89 in, 15 cm"
13774,
13775, ml
13776,
13777,
13778,
13779,
13780,300kg
13781,
13782,20cm
13783,20cm
13784,
13785,
13786,
13787,
13788,
13789,"200 cm, 100 cm"
13790,
13791,
13792,
13793,"160cm, 46.5cm"
13794,
13795,"40 cm, 27 cm, 7 cm, 5 cm"
13796,"23cm, 20.3cm"
13797,"66lbs, 66lbs"
13798,
13799,
13800,16mm
13801,16mm
13802,"8 inch, 10 inch"
13803,"8 inch, 10 inch"
13804, ml
13805,"50 cm, 5 cm"
13806,
13807,"2.5 in, 6.5 cm, 2.5 in, 6.5 cm"
13808,
13809,
13810,"45 mm, 1.8 in, 35 mm, 1.4 in"
13811,38mm
13812,38mm
13813,38mm
13814,"164mm, 48mm"
13815,660lbs
13816,"200lb, 90.7 kg"
13817,"8mm, 16mm"
13818,
13819,
13820,"13.5cm, 5.31in, 6cm, 2.36in"
13821,"13.5cm, 5.31in, 6cm, 2.36in"
13822,
13823,
13824,
13825,
13826,
13827,120 cm
13828,120 cm
13829,500 lb
13830,"13mm, 4mm, 13mm"
13831,
13832,3cm
13833,3cm
13834,"18cm, 15.4cm, 58.3cm, 9.8cm"
13835,
13836,"8cm, 3.1in"
13837,"8cm, 3.1in"
13838,"8cm, 3.1in"
13839,"150mm, 5.9inch, 19.5mm, 77inch, 96mm, 3.78inch"
13840,"150mm, 5.9inch, 19.5mm, 77inch, 96mm, 3.78inch"
13841,
13842,
13843,
13844,2cm
13845,2cm
13846,2cm
13847,
13848,"2.25 oz, 64g"
13849,
13850,"60 cm, 3 cm"
13851,"3.93 in, 10 cm, 4.72 in, 12 cm"
13852,
13853,
13854,
13855,90 cm
13856,
13857,043mm
13858,043mm
13859,
13860,
13861,0 cm
13862,0 cm
13863,"8.26 in, 21 cm, 6.22 in, 15.8 cm"
13864,"8.26 in, 21 cm, 6.22 in, 15.8 cm"
13865,400 lbs
13866,8 inch
13867,8 inch
13868,"17cm, 14cm"
13869,"210 cm, 260 cm"
13870,24v
13871,24v
13872,"25cm, 25cm"
13873,"25cm, 25cm"
13874,"2.6cm, 1inch, 2.6cm, 1inch"
13875,
13876,
13877,
13878,
13879,
13880,
13881,3g
13882,
13883,240v
13884,240v
13885,16.8cm
13886,16.8cm
13887,
13888,90 cm
13889,148 grams
13890,
13891,"8 inch, 30 inch, 40 inch"
13892,
13893,30lbs
13894,"160cm, 26cm, 26cm"
13895,
13896,
13897,
13898,"107mm, 69mm"
13899,"107mm, 69mm"
13900,600 watt
13901,600 watt
13902,
13903,
13904,"320mm, 7300mm, 16mm, 8.5mm"
13905,28mm
13906,28mm
13907,
13908,
13909,
13910,
13911,"12 cm, 15 cm, 18 cm, 21 cm"
13912,"12 cm, 15 cm, 18 cm, 21 cm"
13913,"12 cm, 15 cm, 18 cm, 21 cm"
13914,"20inch, 4mm"
13915,"20inch, 4mm"
13916,"72mm, 120mm, 37mm"
13917,"9.05in, 23 cm, 13 cm"
13918,"9.05in, 23 cm, 13 cm"
13919,
13920,
13921,
13922,
13923,"1.8cm, 2.75in, 7 cm"
13924,"1.8cm, 2.75in, 7 cm"
13925,"100 cm, 200 cm"
13926,"100 cm, 200 cm"
13927,
13928,"20gb, 512gb"
13929,"20gb, 512gb"
13930,"185mm, 150mm, 200mm"
13931,"77 cm, 80 cm, 46 cm"
13932,"120 cm, 5 cm, 6 in"
13933,"120 cm, 5 cm, 6 in"
13934,"1.97 in, 5 cm, 1.77 in, 4.5 cm"
13935,"1.97 in, 5 cm, 1.77 in, 4.5 cm"
13936,"1.96 inch, 2.08 inch, 1.57 inch"
13937,"1.96 inch, 2.08 inch, 1.57 inch"
13938,46 cm
13939,46 cm
13940,"8.9 inch, 16.2 inch, 6 inch"
13941,"8 cm, 5 cm, 15 cm, 20 cm"
13942,"29cm, 45cm, 32cm, 32cm"
13943,"285cm, 240cm"
13944,"285cm, 240cm"
13945,
13946,"120v, 2v"
13947,"120v, 2v"
13948,
13949,
13950,
13951,500 lbs
13952,79cm
13953, ml
13954,
13955,
13956,
13957,
13958,"4g, 5g, 4g, 5g"
13959,"1.57 in, 4 cm"
13960,
13961,
13962,2200w
13963,2200w
13964,110kg
13965,
13966,
13967,
13968,
13969,
13970,"0.9 cm, 7.5 cm, 6.4 cm, 10 cm"
13971,"30 cm, 30 cm"
13972,"22 cm, 15 cm"
13973,"22 cm, 15 cm"
13974,"22 cm, 15 cm"
13975,
13976,20w
13977,
13978,
13979,
13980,"88cm, 63cm, 66cm"
13981,1.6cm
13982,1.6cm
13983,
13984,"150 kg, 10 kg"
13985,20m
13986,
13987,"14.4cm, 5.66in, 10.4cm, 4.09in"
13988,"14.4cm, 5.66in, 10.4cm, 4.09in"
13989,23cm
13990,23cm
13991,23cm
13992,
13993,
13994,
13995,4.2cm
13996,4.2cm
13997,"14 cm, 6 cm, 6 cm"
13998,
13999,"10 cm, 10 cm"
14000,"10 cm, 10 cm"
14001,"12v, 12 volt"
14002,
14003,
14004,"14cm, 54cm"
14005,"14cm, 54cm"
14006,"14cm, 54cm"
14007,"114 mm, 49 in, 245 mm, 9.65 in, 10 mm, 0.39 in"
14008,"114 mm, 49 in, 245 mm, 9.65 in, 10 mm, 0.39 in"
14009,
14010,"27cm, 7cm, 24cm"
14011,"5 cm, 25 cm"
14012,"81 cm, 39 cm, 120 cm"
14013,
14014,
14015,
14016,
14017,"7.4 in, 19 cm"
14018,"7.4 in, 19 cm"
14019,"7.4 in, 19 cm"
14020,
14021,4.8v
14022,
14023,
14024,
14025,300 cm
14026,
14027,"8 cm, 75 cm"
14028,13cm
14029,13cm
14030,
14031,
14032,
14033,
14034,
14035,
14036,
14037,"1.22 ounce, 34.5g"
14038,6inch
14039,
14040,"11.8 in, 30 cm, 8.8 in, 22.5 cm"
14041,"11.8 in, 30 cm, 8.8 in, 22.5 cm"
14042,"11.8 in, 30 cm, 8.8 in, 22.5 cm"
14043,
14044,
14045,
14046,"4.13 inch, 6.69 inch"
14047,"4.13 inch, 6.69 inch"
14048,110w
14049,110w
14050,
14051,3.8 in
14052,3.8 in
14053,3.8 in
14054,
14055,"23cm, 144cm, 27cm, 30cm, 30cm"
14056,
14057,
14058,"58.5 cm, 71.5 cm, 59 cm, 203.5 cm"
14059,
14060,
14061,"6cm, 9cm, 20cm, 7cm"
14062,"6cm, 9cm, 20cm, 7cm"
14063,4 lb
14064,12inch
14065,12inch
14066,
14067,"41m, 49m"
14068,
14069,"85mm, 55mm"
14070,
14071,200kg
14072,
14073,
14074,
14075,732 lbs
14076,"18 cm, 8 cm"
14077,"18 cm, 8 cm"
14078,
14079,"10 cm, 120 cm, 35 cm"
14080,"10 cm, 120 cm, 35 cm"
14081,32.7cm
14082,32.7cm
14083,
14084,
14085,
14086,300 cm
14087,
14088,44 lbs
14089,
14090,"110 cm, 160 cm"
14091,"110 cm, 160 cm"
14092,8 lb
14093,
14094,
14095,
14096,
14097,"7.9 inch, 6.9 inch"
14098,"7.9 inch, 6.9 inch"
14099,
14100,"4.7 in, 12 cm, 7.2 in"
14101,"4.7 in, 12 cm, 7.2 in"
14102,
14103,
14104,"18cm, 7.09in"
14105,"18cm, 7.09in"
14106,"40cm, 102cm, 77cm"
14107,
14108,
14109,
14110,
14111,
14112,"26cm, 10.24inch, 56cm, 22.05inch"
14113,"208mm, 73mm"
14114,"208mm, 73mm"
14115,
14116,"9in, 6.6in"
14117,"22.8cm, 7.2cm, 16.3cm, 7.2cm, 16.6cm, 7.7cm"
14118,"17cm, 29cm"
14119,
14120,
14121,"20cm, 7cm"
14122,"20cm, 7cm"
14123,"4cm, 6.10in, 6.10in"
14124,
14125,"11.6in, 11.6in"
14126,"11.6in, 11.6in"
14127,
14128,"2.6cm, 2.8cm"
14129,
14130,"8.3 in, 21.0 cm, 8.3 in, 21.0 cm"
14131,198lbs
14132,
14133,
14134,
14135,350lbs
14136,
14137,
14138,
14139,
14140,
14141,
14142,
14143,"3.74 in, 9.5 cm, 4.3 in, 11 cm"
14144,"3.74 in, 9.5 cm, 4.3 in, 11 cm"
14145,"3.74 in, 9.5 cm, 4.3 in, 11 cm"
14146,"70 cm, 16 mm, 70 cm, 109 cm, 28 cm, 22 mm, 50 cm, 50 cm"
14147,"70 cm, 16 mm, 70 cm, 109 cm, 28 cm, 22 mm, 50 cm, 50 cm"
14148,
14149,600w
14150,600w
14151,
14152,
14153,
14154,
14155,
14156,
14157,
14158,"3.98in, 2.28in, 58mm"
14159,"3.98in, 2.28in, 58mm"
14160,220lbs
14161,
14162,
14163,"177.5mm, 96.5mm"
14164,"177.5mm, 96.5mm"
14165,"177.5mm, 96.5mm"
14166,10lb
14167,"6 oz, 170g"
14168,
14169,220lbs
14170,"11 inch, 28 cm, 0.6 inch, 1.6 cm, 17.5 inch, 44.5 cm"
14171,
14172,
14173,"11cm, 9cm"
14174,"11cm, 9cm"
14175,
14176,1lb
14177,"150kg, 330lb"
14178,"77mm, 97 mm"
14179,"77mm, 97 mm"
14180,"77mm, 97 mm"
14181,"46 cm, 40 cm"
14182,"46 cm, 40 cm"
14183,
14184,16.0g
14185,16.0g
14186,
14187,220 lb
